Time (s),Current (mA)
16.262164,16.24349594
16.262310,16.23805428
16.262455,16.25590515
16.262600,16.24191666
16.262745,16.24286652
16.262890,16.70599174
16.263035,16.24045753
16.263181,16.23571014
16.263326,16.24277878
16.263472,16.23553276
16.263617,16.23132515
16.263762,16.21225929
16.263907,16.68074226
16.264052,16.21978760
16.264198,16.20792198
16.264343,16.20152664
16.264488,16.18992043
16.264633,16.19549370
16.264778,16.18891907
16.264924,16.58736610
16.265069,16.19314957
16.265215,16.15794373
16.265359,16.16591072
16.265505,16.15133286
16.265650,16.15957642
16.265795,16.13905334
16.265940,16.52831841
16.266086,16.14111519
16.266231,16.12473869
16.266376,16.12844658
16.266521,16.10968208
16.266667,16.11272240
16.266812,16.26969147
16.266958,16.33982658
16.267103,16.09940529
16.267248,16.09011459
16.267393,16.09289551
16.267539,16.08788490
16.267684,16.07606506
16.267829,16.42838860
16.267974,16.15686035
16.268120,16.06946754
16.268265,16.07220268
16.268410,16.06752014
16.268555,16.05810356
16.268701,16.07295990
16.268846,16.48489571
16.268991,16.09333420
16.269136,16.06554222
16.269282,16.06474304
16.269427,16.04459000
16.269572,16.05768585
16.269717,16.06721306
16.269863,16.50302887
16.270008,16.07877731
16.270153,16.06081581
16.270298,16.06847000
16.270444,16.04955864
16.270589,16.06408882
16.270734,16.06932068
16.270879,17.28773880
16.271024,16.09061813
16.271170,16.06443214
16.271315,16.05998993
16.271460,16.06328964
16.271605,16.05083847
16.271750,16.07797050
16.271896,16.51968575
16.272041,16.07354736
16.272187,16.08374023
16.272331,16.08061981
16.272477,16.07189941
16.272622,16.09819031
16.272768,16.09343910
16.272913,16.54035568
16.273058,16.10955620
16.273203,16.10636520
16.273349,16.11521530
16.273494,16.11374283
16.273639,16.12846756
16.273784,16.13143921
16.273930,16.54879379
16.274075,16.14200401
16.274220,16.15197945
16.274365,16.15257072
16.274511,16.14807892
16.274656,16.15909576
16.274801,16.17855072
16.274946,16.55525970
16.275091,16.17523384
16.275236,16.17484474
16.275382,16.17345810
16.275527,16.17868042
16.275672,16.19503975
16.275817,16.43871117
16.275963,16.38318634
16.276108,16.21169281
16.276253,16.20619011
16.276398,16.21459961
16.276544,16.22104645
16.276689,16.21928406
16.276834,16.61664581
16.276979,16.28233910
16.277125,16.22219467
16.277270,16.23920059
16.277416,16.24700928
16.277560,16.25006294
16.277706,16.25088882
16.277851,16.67675018
16.277996,16.26618195
16.278142,16.25781250
16.278287,16.24681473
16.278432,16.25522995
16.278577,16.23991966
16.278722,16.26135254
16.278868,16.69349289
16.279013,16.25683594
16.279158,16.24911499
16.279303,16.24540138
16.279449,16.24128532
16.279594,16.25089455
16.279739,16.24151993
16.279884,16.69929123
16.280029,16.23967361
16.280175,16.22702980
16.280320,16.22937393
16.280465,16.23052788
16.280610,16.21755600
16.280755,16.22950745
16.280901,16.66430283
16.281046,16.21371460
16.281191,16.19050217
16.281336,16.20559883
16.281482,16.19009209
16.281627,16.18796539
16.281772,16.18416977
16.281917,16.62892532
16.282063,16.15076828
16.282208,16.15406418
16.282353,16.15802765
16.282498,16.14198685
16.282644,16.13909721
16.282789,16.13332748
16.282934,16.51888466
16.283079,16.12823105
16.283225,16.12766647
16.283370,16.10519600
16.283515,16.09929085
16.283660,16.10365486
16.283806,16.14115524
16.283951,16.41353416
16.284097,16.08445740
16.284242,16.07447433
16.284387,16.08569336
16.284532,16.07068062
16.284677,16.06222343
