Time (s),Current (mA)
8.286732,0.14964142
8.286877,0.14959651
8.287023,0.14938323
8.287168,0.14994135
8.287313,0.14917795
8.287458,0.14938900
8.287604,0.14960167
8.287749,0.14944991
8.287894,0.14968719
8.288039,0.14972964
8.288185,0.14937788
8.288330,0.14962722
8.288476,0.14964046
8.288621,0.14951919
8.288766,0.14990272
8.288911,0.14956763
8.289056,0.14935169
8.289202,0.14944498
8.289347,0.14972407
8.289492,0.14959610
8.289637,0.14968671
8.289782,0.14941125
8.289928,0.14956014
8.290073,0.14950031
8.290218,0.14934105
8.290363,0.14958557
8.290509,0.14951541
8.290654,0.14958586
8.290800,0.14942855
8.290945,0.14934234
8.291090,0.14986622
8.291235,0.14986938
8.291381,0.14985760
8.291526,0.14940614
8.291671,0.14970095
8.291816,0.14955477
8.291961,0.14945188
8.292106,0.14961721
8.292252,0.14973336
8.292397,0.14957495
8.292542,0.14967363
8.292687,0.14932610
8.292833,0.14941324
8.292978,0.14966094
8.293123,0.14939876
8.293268,0.14965875
8.293414,0.14963412
8.293559,0.14929684
8.293705,0.14967003
8.293850,0.14948122
8.293995,0.14945209
8.294140,0.14952897
8.294286,0.14941905
8.294431,0.14928634
8.294576,0.14946744
8.294721,0.14941546
8.294866,0.14908198
8.295011,0.14953254
8.295157,0.14946766
8.295302,0.14973162
8.295447,0.14916530
8.295592,0.14950393
8.295738,0.14941905
8.295883,0.14947630
8.296029,0.14925931
8.296174,0.14912999
8.296319,0.14978381
8.296464,0.14946608
8.296610,0.14930812
8.296755,0.14956965
8.296900,0.14954256
8.297045,0.14960143
8.297191,0.14924571
8.297336,0.14949790
8.297481,0.14940788
8.297626,0.14978805
8.297771,0.14958471
8.297916,0.14943813
8.298062,0.14937210
8.298207,0.14968921
8.298353,0.14931166
8.298498,0.14949545
8.298643,0.14968006
8.298788,0.14969428
8.298934,0.14944610
8.299079,0.14973935
8.299224,0.14937660
8.299369,0.14975291
8.299515,0.14939722
8.299660,0.14958631
8.299805,0.14971611
8.299950,0.14899866
8.300095,0.14972922
8.300240,0.14963116
8.300386,0.14961052
8.300531,0.14965388
8.300676,0.14963140
8.300821,0.14920594
8.300967,0.14937046
8.301112,0.14947146
8.301257,0.14944924
8.301402,0.14954989
8.301548,0.14979425
8.301693,0.14961188
8.301838,0.14937322
8.301983,0.14947185
8.302129,0.14961968
8.302274,0.14929239
8.302419,0.14942034
8.302564,0.14957608
8.302710,0.14954543
8.302855,0.14977890
8.303000,0.14959519
8.303145,0.14942653
8.303291,0.14966495
8.303436,0.14981073
8.303581,0.14932857
8.303726,0.14972024
8.303871,0.14980450
8.304016,0.14939591
8.304162,0.14958784
8.304307,0.14987870
8.304453,0.14941816
8.304597,0.14965959
8.304743,0.14969893
8.304888,0.14966647
8.305033,0.14970297
8.305179,0.14977781
8.305324,0.15044259
8.305469,0.14955300
8.305614,0.14969718
8.305759,0.14943168
8.305905,0.14958122
8.306050,0.14968829
8.306196,0.14973602
8.306340,0.14955698
8.306486,0.14965832
8.306631,0.14939877
8.306776,0.14960009
8.306921,0.14965387
8.307067,0.14947169
8.307212,0.14925727
8.307358,0.14963537
8.307503,0.14971314
8.307648,0.14954992
8.307793,0.14938596
8.307938,0.14955741
8.308083,0.14975069
8.308229,0.14944035
8.308374,0.14972737
8.308519,0.14966626
8.308664,0.14963096
8.308810,0.14946146
8.308955,0.14974602
8.309100,0.14924198
8.309245,0.14944388
8.309391,0.14982086
8.309536,0.14938986
8.309681,0.14975850
8.309826,0.14910662
8.309972,0.14943118
8.310117,0.14949049
8.310263,0.14925660
8.310408,0.14957517
8.310553,0.14935499
8.310698,0.14956050
8.310843,0.14947234
8.310988,0.14951123
8.311134,0.14934196
8.311279,0.14953315
8.311424,0.14942434
8.311569,0.14935565
8.311715,0.14967340
8.311860,0.14908595
8.312005,0.14947408
8.312150,0.14905666
8.312296,0.14947434
8.312441,0.14947255
8.312586,0.14955430
8.312731,0.14945632
8.312876,0.14936279
8.313021,0.14909066
8.313167,0.14953943
8.313312,0.14965855
8.313458,0.14937188
8.313603,0.14964345
8.313748,0.14974555
8.313893,0.14973205
8.314039,0.14919277
8.314184,0.14952943
8.314329,0.14974231
8.314474,0.14943518
8.314619,0.14958519
8.314765,0.14962895
8.314910,0.14945409
8.315055,0.14938590
8.315200,0.14955920
8.315345,0.14945099
8.315491,0.14973760
8.315636,0.14965360
8.315781,0.14970559
8.315926,0.14934811
8.316072,0.14967252
8.316217,0.14954227
8.316362,0.14954369
8.316507,0.14971271
8.316653,0.14953963
8.316798,0.14940280
8.316943,0.14964251
8.317088,0.14989021
8.317234,0.14931232
8.317379,0.14939478
8.317524,0.14941815
8.317669,0.14962807
8.317815,0.14964430
8.317959,0.14988559
8.318105,0.14986630
8.318250,0.14936677
8.318395,0.14931795
8.318540,0.14966676
8.318686,0.14952219
8.318831,0.14969607
8.318976,0.14962499
8.319121,0.14960788
8.319267,0.14993961
8.319412,0.14936857
8.319557,0.14939563
8.319702,0.14954872
8.319848,0.14959411
8.319993,0.14954519
8.320138,0.14967607
8.320283,0.14964095
8.320429,0.14970405
8.320574,0.14988689
8.320719,0.14935991
8.320864,0.14994895
8.321010,0.15104006
8.321155,0.15075207
8.321300,0.14946474
8.321445,0.14966187
8.321590,0.14978114
8.321736,0.14927235
8.321881,0.14973576
8.322026,0.14963032
8.322171,0.14970006
8.322316,0.14934281
8.322462,0.14948191
8.322607,0.14939968
8.322752,0.14966200
8.322897,0.14957276
8.323043,0.14968407
8.323188,0.14945233
8.323334,0.14940636
8.323479,0.14962499
8.323624,0.14942700
8.323769,0.14952390
8.323914,0.14976786
8.324059,0.14981206
8.324205,0.14955525
8.324350,0.14954960
8.324495,0.14943123
8.324640,0.14935634
8.324786,0.14966746
8.324931,0.14974010
8.325076,0.14961269
8.325221,0.14941055
8.325367,0.14958522
8.325512,0.14962232
8.325657,0.14934793
8.325802,0.14946435
8.325948,0.14962494
8.326093,0.14929122
8.326239,0.14963314
8.326384,0.14928368
8.326529,0.14956875
8.326674,0.14969717
8.326819,0.14934409
8.326964,0.14934503
8.327110,0.14953718
8.327255,0.14951099
8.327400,0.14948317
8.327546,0.14958651
8.327691,0.14936967
8.327836,0.14923722
8.327981,0.14956614
8.328126,0.14938232
8.328272,0.14959942
8.328417,0.14948161
8.328563,0.14951903
8.328708,0.14950702
8.328853,0.14944075
8.328998,0.14957590
8.329144,0.14882021
8.329289,0.14914350
8.329434,0.14971985
8.329579,0.14931883
8.329724,0.14986603
8.329869,0.14918287
8.330015,0.14965965
8.330160,0.14946900
8.330305,0.14947276
8.330450,0.14958076
8.330596,0.14953609
8.330741,0.14928706
8.330886,0.14950635
8.331031,0.14964786
8.331177,0.15002817
8.331322,0.14945944
8.331468,0.14966828
8.331613,0.14921036
8.331758,0.14945546
8.331903,0.14949542
8.332048,0.14973207
8.332194,0.14923900
8.332339,0.14975183
8.332484,0.14925636
8.332629,0.14955610
8.332774,0.14999537
8.332920,0.14940500
8.333065,0.14955853
8.333210,0.14920014
8.333355,0.14969181
8.333501,0.14943767
8.333646,0.14962296
8.333791,0.14954786
8.333936,0.14982228
8.334082,0.14952180
8.334227,0.14939906
8.334372,0.14942236
8.334517,0.14981206
8.334663,0.14958411
8.334808,0.14908329
8.334953,0.14969896
8.335098,0.14948544
8.335244,0.14958428
8.335389,0.14919883
8.335534,0.14959832
8.335679,0.14967874
8.335824,0.14990227
8.335969,0.14984669
8.336115,0.14962941
8.336260,0.14958271
8.336405,0.14951481
8.336550,0.14979717
8.336696,0.14991714
8.336841,0.14945677
8.336986,0.14959720
8.337131,0.14962408
8.337277,0.14961521
8.337422,0.14992337
8.337567,0.14972585
8.337712,0.14971629
8.337858,0.14980668
8.338003,0.14954433
8.338148,0.14967051
8.338293,0.14980362
8.338439,0.14984520
8.338584,0.14944854
8.338729,0.14958344
8.338874,0.14958210
8.339019,0.14943345
8.339165,0.14972429
8.339310,0.14956011
8.339455,0.14968877
8.339601,0.14955524
8.339746,0.14982049
8.339891,0.14972673
8.340036,0.14922442
8.340182,0.14965697
8.340327,0.14942834
8.340472,0.14968094
8.340617,0.14934236
8.340763,0.14950876
8.340908,0.14921346
8.341053,0.14982915
8.341198,0.14936167
8.341344,0.14984047
8.341489,0.14962363
8.341634,0.14961584
8.341779,0.14955655
8.341924,0.14965761
8.342069,0.14928991
8.342215,0.14958738
8.342360,0.14934279
8.342506,0.14966053
8.342651,0.14948945
8.342796,0.14935701
8.342941,0.14961609
8.343087,0.14971562
8.343232,0.14978877
8.343378,0.14942834
8.343523,0.14964694
8.343668,0.14936922
8.343813,0.14927393
8.343958,0.14941192
8.344103,0.14956939
8.344249,0.14959629
8.344394,0.14967011
8.344540,0.14928991
8.344685,0.14964320
8.344830,0.14904910
8.344975,0.14947900
8.345121,0.14942679
8.345266,0.14928190
8.345411,0.14931725
8.345556,0.14942990
8.345702,0.14965385
8.345847,0.14920615
8.345992,0.14928479
8.346137,0.14954205
8.346282,0.14939348
8.346428,0.14902711
8.346573,0.14946988
8.346718,0.14963849
8.346863,0.14935414
8.347008,0.14963229
8.347154,0.14947209
8.347299,0.14953858
8.347444,0.14991687
8.347589,0.14929216
8.347735,0.14948145
8.347880,0.14967625
8.348026,0.14958873
8.348171,0.14968072
8.348316,0.14960146
8.348461,0.14935391
8.348607,0.14959255
8.348752,0.14962836
8.348897,0.14932035
8.349042,0.14947699
8.349188,0.14963722
8.349333,0.14947502
8.349478,0.14974603
8.349623,0.14966276
8.349768,0.14953919
8.349913,0.14935343
8.350059,0.14942946
8.350204,0.14962962
8.350350,0.14959255
8.350494,0.14957340
8.350640,0.14965895
8.350785,0.14999023
8.350931,0.14944836
8.351076,0.14962025
8.351221,0.14940634
8.351366,0.14955676
8.351512,0.14966165
8.351657,0.14954941
8.351802,0.14931923
8.351947,0.14953192
8.352092,0.14995624
8.352237,0.14945588
8.352383,0.14953896
8.352528,0.14955170
8.352673,0.14944123
8.352818,0.14963649
8.352964,0.15008622
8.353109,0.14944923
8.353255,0.14946872
8.353400,0.14936392
8.353545,0.14963338
8.353690,0.14967208
8.353836,0.14956471
8.353981,0.14964540
8.354126,0.14966981
8.354271,0.14963186
8.354416,0.14967342
8.354562,0.14950411
8.354707,0.14986534
8.354852,0.14954209
8.354997,0.14993693
8.355142,0.14936672
8.355288,0.14976783
8.355433,0.14968939
8.355579,0.14943390
8.355723,0.14953321
8.355869,0.14948629
8.356014,0.14944096
8.356159,0.14977941
8.356304,0.14923841
8.356450,0.14976317
8.356595,0.14958145
8.356740,0.14981848
8.356885,0.14935613
8.357031,0.14948855
8.357176,0.14956452
8.357321,0.14959741
8.357466,0.14962871
8.357612,0.14956720
8.357757,0.14936307
8.357902,0.14969918
8.358047,0.14977692
8.358193,0.14968695
8.358338,0.14965251
8.358483,0.14958785
8.358628,0.14931747
8.358773,0.14985958
8.358918,0.14968029
8.359064,0.14945540
8.359209,0.14938521
8.359355,0.14951457
8.359500,0.14986804
8.359645,0.14910553
8.359790,0.14967605
8.359936,0.14952077
8.360081,0.14956035
8.360226,0.14926925
8.360371,0.14953701
8.360517,0.14938276
8.360662,0.14960408
8.360807,0.14953145
8.360952,0.14951210
8.361097,0.14968538
8.361243,0.14952520
8.361388,0.14938411
8.361533,0.14947324
8.361679,0.14952853
8.361823,0.14962113
8.361969,0.14915217
8.362114,0.14928505
8.362260,0.14928637
8.362405,0.14947852
8.362550,0.14941499
8.362695,0.14947185
8.362840,0.14962472
8.362985,0.14949678
8.363131,0.14940703
8.363276,0.14934061
8.363421,0.14944522
8.363566,0.14943393
8.363712,0.14949030
8.363857,0.14969584
8.364002,0.14956833
8.364147,0.14961810
8.364293,0.14939207
8.364438,0.14966761
8.364584,0.14898065
8.364729,0.14999598
8.364874,0.14944963
8.365019,0.14949650
8.365165,0.14981157
8.365310,0.14945854
8.365455,0.14994420
8.365600,0.15077652
8.365745,0.15027128
8.365891,0.14889582
8.366036,0.14956477
8.366181,0.14965367
8.366327,0.14934926
8.366472,0.14951763
8.366617,0.14942747
8.366762,0.14961073
8.366907,0.14953433
8.367052,0.14927413
8.367198,0.14943922
8.367343,0.14936037
8.367489,0.14974537
8.367634,0.14927304
8.367779,0.14947678
8.367924,0.14943412
8.368070,0.14966695
8.368215,0.14957426
8.368360,0.14928064
8.368505,0.14968982
8.368650,0.14944080
8.368795,0.14994352
8.368941,0.14959475
8.369086,0.14974250
8.369232,0.14964098
8.369376,0.14980136
8.369522,0.14956073
8.369667,0.14959407
8.369813,0.14935170
8.369957,0.14966272
8.370103,0.14957052
8.370248,0.14960812
8.370394,0.14959590
8.370539,0.14968227
8.370684,0.14939810
8.370829,0.14957567
8.370974,0.14960784
8.371119,0.14939168
8.371265,0.14942744
8.371410,0.14970297
8.371555,0.14967917
8.371700,0.14987645
8.371846,0.14945883
8.371991,0.14913884
8.372136,0.14960852
8.372281,0.14970410
8.372427,0.14959164
8.372572,0.14964227
8.372717,0.14962763
8.372862,0.14968535
8.373008,0.14935035
8.373153,0.14982274
8.373299,0.14958338
8.373444,0.14970405
8.373589,0.14969337
8.373734,0.14969988
8.373879,0.14920062
8.374025,0.14943898
8.374170,0.14927323
8.374315,0.14943945
8.374461,0.14997488
8.374606,0.14923933
8.374751,0.14972559
8.374896,0.14962342
8.375042,0.14901285
8.375187,0.14976309
8.375332,0.14948991
8.375478,0.14924657
8.375623,0.14952473
8.375768,0.14989200
8.375913,0.14927211
8.376058,0.14966869
8.376204,0.14925528
8.376349,0.14930573
8.376494,0.14964519
8.376639,0.14952365
8.376785,0.14932749
8.376930,0.14931819
8.377075,0.14948651
8.377220,0.14938144
8.377366,0.14929084
8.377511,0.14941768
8.377656,0.14946629
8.377801,0.14925842
8.377947,0.14933369
8.378092,0.14966054
8.378237,0.14909706
8.378382,0.14947076
8.378528,0.14958009
8.378673,0.14908931
8.378818,0.14933859
8.378963,0.14930542
8.379109,0.14970584
8.379254,0.14934391
8.379399,0.14903244
8.379544,0.14934193
8.379690,0.14960027
8.379835,0.14936455
8.379980,0.14943746
8.380125,0.14937370
8.380271,0.14963806
8.380416,0.14919285
8.380561,0.14974099
8.380706,0.14985539
8.380852,0.14954080
8.380997,0.14931680
8.381142,0.14930505
8.381287,0.14959165
8.381433,0.14915144
8.381578,0.14947367
8.381723,0.14946611
8.381868,0.14980198
8.382013,0.14917837
8.382158,0.14937550
8.382304,0.14953770
8.382449,0.14962254
8.382595,0.14942391
8.382740,0.14935610
8.382885,0.14916903
8.383030,0.14965299
8.383176,0.14959987
8.383321,0.14973296
8.383466,0.14933752
8.383611,0.14922041
8.383757,0.14965475
8.383902,0.14969698
8.384047,0.14939009
8.384192,0.14948988
8.384338,0.14949700
8.384483,0.14945126
8.384628,0.14916193
8.384773,0.14959921
8.384918,0.14960054
8.385063,0.14931773
8.385209,0.14955765
8.385354,0.14960183
8.385499,0.14948079
8.385644,0.14943966
8.385790,0.14954720
8.385935,0.14939921
8.386081,0.14947546
8.386226,0.14966698
8.386371,0.14939053
8.386516,0.14942147
8.386662,0.14999418
8.386806,0.14965968
8.386952,0.14969912
8.387097,0.14935039
8.387242,0.14972429
8.387388,0.14972183
8.387533,0.14963518
8.387678,0.14949857
8.387823,0.14938851
8.387968,0.14993937
8.388114,0.14992625
8.388259,0.14926104
8.388405,0.14988649
8.388550,0.14967829
8.388695,0.14969940
8.388840,0.14959185
8.388986,0.14927457
8.389131,0.15011021
8.389276,0.14919907
8.389421,0.14931212
8.389567,0.14957519
8.389712,0.14965694
8.389857,0.14948145
8.390002,0.14984831
8.390147,0.14907727
8.390293,0.14963698
8.390438,0.14932150
8.390583,0.14945236
8.390728,0.14979763
8.390873,0.14935546
8.391019,0.14950942
8.391164,0.14952075
8.391310,0.14937121
8.391455,0.14967474
8.391600,0.14949340
8.391745,0.14969139
8.391891,0.14944477
8.392036,0.14967917
8.392181,0.14958407
8.392326,0.14944810
8.392472,0.14965096
8.392617,0.14926012
8.392762,0.14963895
8.392907,0.14986782
8.393052,0.14953165
8.393198,0.14932457
8.393343,0.14941259
8.393488,0.14921862
8.393634,0.14935705
8.393779,0.14933458
8.393924,0.14965034
8.394069,0.14959252
8.394215,0.14953256
8.394360,0.14956899
8.394505,0.14937322
8.394650,0.14918904
8.394796,0.14931262
8.394941,0.14937210
8.395086,0.14938506
8.395231,0.14940634
8.395377,0.14970694
8.395522,0.14959119
8.395667,0.14931570
8.395812,0.14927301
8.395957,0.14952967
8.396102,0.14921911
8.396248,0.14932393
8.396393,0.14934503
8.396539,0.14946611
8.396684,0.14938302
8.396829,0.14959829
8.396974,0.14958385
8.397120,0.14949055
8.397265,0.14933145
8.397410,0.14950144
8.397555,0.14953054
8.397701,0.14934699
8.397846,0.14958009
8.397991,0.14933349
8.398136,0.14978494
8.398282,0.14903045
8.398427,0.14972611
8.398572,0.14944834
8.398717,0.14966139
8.398862,0.14922816
8.399007,0.14954382
8.399153,0.14929374
8.399298,0.14951697
8.399444,0.14904711
8.399589,0.14986002
8.399734,0.14948882
8.399879,0.14975891
8.400025,0.14948747
8.400170,0.14915457
8.400315,0.14964117
8.400460,0.14962187
8.400605,0.14915104
8.400750,0.14978497
8.400896,0.14941987
8.401041,0.14951831
8.401186,0.14972778
8.401331,0.14939569
8.401477,0.14994442
8.401622,0.14972788
8.401768,0.14933948
8.401912,0.14947522
8.402058,0.14941414
8.402203,0.14964096
8.402349,0.14958145
8.402494,0.14968516
8.402639,0.14966074
8.402784,0.14960009
8.402929,0.14973031
8.403074,0.14961697
8.403220,0.14989293
8.403365,0.14967585
8.403510,0.14963628
8.403655,0.14932214
8.403801,0.14976586
8.403946,0.14940792
8.404091,0.14971721
8.404237,0.14986332
8.404382,0.14966252
8.404527,0.14956896
8.404673,0.14983533
8.404818,0.14969361
8.404963,0.14944321
8.405108,0.14966047
8.405254,0.14951320
8.405399,0.14963411
8.405544,0.14950456
8.405689,0.14956035
8.405834,0.15006575
8.405980,0.14941102
8.406125,0.14937365
8.406270,0.14964053
8.406416,0.14946568
8.406561,0.14954920
8.406706,0.14946145
8.406851,0.14969456
8.406997,0.14943281
8.407142,0.14934318
8.407287,0.14954916
8.407432,0.14970118
8.407578,0.14933945
8.407723,0.14952990
8.407868,0.14975429
8.408013,0.14967719
8.408159,0.14960322
8.408304,0.14944619
8.408449,0.14962851
8.408594,0.14958298
8.408740,0.14928818
8.408885,0.14933950
8.409031,0.14950122
8.409176,0.14931595
8.409321,0.14970452
8.409466,0.14940076
8.409612,0.14952275
8.409757,0.14956836
8.409902,0.14928326
8.410047,0.14934747
8.410193,0.14973964
8.410338,0.15175809
8.410483,0.14716770
8.410628,0.14906885
8.410773,0.14902356
8.410918,0.14942634
8.411064,0.14893754
8.411209,0.14968091
8.411354,0.14917307
8.411499,0.14970320
8.411645,0.14916238
8.411790,0.14948390
8.411936,0.14971404
8.412080,0.14936434
8.412226,0.14910440
8.412371,0.14952476
8.412517,0.14951342
8.412662,0.14964986
8.412807,0.14916107
8.412952,0.14942740
8.413097,0.14964026
8.413243,0.14934276
8.413388,0.14909483
8.413533,0.14967561
8.413678,0.14959589
8.413823,0.14927571
8.413969,0.14957900
8.414113,0.14947389
8.414259,0.14957188
8.414404,0.14942943
8.414550,0.14941740
8.414695,0.14959253
8.414840,0.14937745
8.414985,0.14948988
8.415131,0.14924125
8.415276,0.14953227
8.415421,0.14978120
8.415566,0.14968298
8.415712,0.14939813
8.415857,0.14965896
8.416002,0.14917135
8.416147,0.14970118
8.416293,0.14936411
8.416438,0.14945544
8.416583,0.14985520
8.416728,0.14937630
8.416873,0.14943744
8.417018,0.14953941
8.417164,0.14939366
8.417309,0.14956340
8.417454,0.14957343
8.417599,0.14945167
8.417745,0.14975742
8.417890,0.14956743
8.418036,0.14973116
8.418181,0.14967716
8.418326,0.14964898
8.418471,0.14937587
8.418617,0.14964406
8.418762,0.14947277
8.418907,0.14976563
8.419052,0.14932299
8.419198,0.14924614
8.419343,0.14980203
8.419488,0.14962031
8.419633,0.14951615
8.419778,0.14944343
8.419923,0.14954120
8.420069,0.14966990
8.420214,0.14974983
8.420359,0.14937192
8.420504,0.14980094
8.420650,0.14939059
8.420795,0.14979021
8.420940,0.14967829
8.421085,0.14965937
8.421231,0.14929572
8.421376,0.14957073
8.421522,0.14967252
8.421666,0.14984179
8.421812,0.14953099
8.421957,0.14966722
8.422102,0.14949280
8.422247,0.14971982
8.422393,0.14953163
8.422538,0.14946096
8.422683,0.14972138
8.422828,0.14948410
8.422974,0.14955878
8.423119,0.14977768
8.423265,0.14916347
8.423409,0.14935306
8.423555,0.14953807
8.423700,0.14969756
8.423846,0.14942677
8.423990,0.14955585
8.424136,0.14953537
8.424281,0.14963628
8.424426,0.14925373
8.424571,0.14972648
8.424717,0.14975071
8.424862,0.14929150
8.425007,0.14936456
8.425152,0.14975362
8.425298,0.14988402
8.425443,0.14969583
8.425589,0.14942124
8.425734,0.14982137
8.425879,0.14953877
8.426024,0.14968050
8.426170,0.14946878
8.426315,0.14955810
8.426460,0.14938764
8.426605,0.14952074
8.426751,0.14946721
8.426896,0.14951901
8.427041,0.14944899
8.427186,0.14939791
8.427331,0.14950408
8.427476,0.14947629
8.427622,0.14956899
8.427767,0.14922704
8.427912,0.14918637
8.428057,0.14927149
8.428203,0.14932054
8.428348,0.14922285
8.428494,0.14953433
8.428639,0.14893486
8.428784,0.14953229
8.428929,0.14937966
8.429075,0.14938235
8.429220,0.14966895
8.429365,0.14956895
8.429510,0.14928545
8.429656,0.14975673
8.429801,0.14911288
8.429946,0.14939031
8.430091,0.14940344
8.430237,0.14972940
8.430382,0.14945875
8.430528,0.14937191
8.430673,0.14939721
8.430818,0.14949030
8.430963,0.14952429
8.431108,0.14927329
8.431254,0.14952163
8.431399,0.14926237
8.431544,0.14964828
8.431689,0.14956523
8.431835,0.14942345
8.431983,0.14933750
8.432130,0.14942881
8.432276,0.14945568
8.432421,0.14943874
8.432566,0.14922346
8.432711,0.15001488
8.432857,0.14967118
8.433002,0.14946231
8.433147,0.14980248
8.433292,0.14933790
8.433438,0.14964893
8.433583,0.14929125
8.433728,0.14935985
8.433873,0.14957124
8.434019,0.14960784
8.434164,0.14933372
8.434322,0.14936656
8.434468,0.14960501
8.434613,0.14948097
8.434758,0.14945965
8.434903,0.14940855
8.435048,0.14986289
8.435194,0.14938323
8.435339,0.14942503
8.435484,0.14951788
8.435629,0.14960742
8.435775,0.14936835
8.435920,0.14936259
8.436067,0.14943612
8.436213,0.14994955
8.436359,0.14960255
8.436504,0.14947303
8.436649,0.14936039
8.436794,0.14942567
8.436940,0.14989562
8.437085,0.14957872
8.437231,0.14961900
8.437375,0.14947033
8.437521,0.14955430
8.437666,0.14936875
8.437812,0.14947657
8.437957,0.14968991
8.438102,0.14927016
8.438247,0.14975871
8.438393,0.14954475
8.438538,0.14966692
8.438683,0.14945963
8.438828,0.14925730
8.438973,0.14988337
8.439118,0.14963402
8.439264,0.14929236
8.439409,0.14961052
8.439554,0.14940393
8.439699,0.14972469
8.439845,0.14934902
8.439990,0.14960210
8.440139,0.14977162
8.440286,0.14985622
8.440432,0.14913839
8.440577,0.14934897
8.440722,0.14949815
8.440867,0.14962941
8.441012,0.14946188
8.441157,0.14981334
8.441303,0.14923528
8.441448,0.14946370
8.441593,0.14979762
8.441738,0.14935195
8.441884,0.14966653
8.442029,0.14935724
8.442175,0.14961720
8.442319,0.14955637
8.442474,0.14937457
8.442619,0.14938526
8.442764,0.14972337
8.442909,0.14960745
8.443055,0.14946789
8.443200,0.14955251
8.443345,0.14980647
8.443490,0.14964007
8.443636,0.14961070
8.443781,0.14911820
8.443926,0.14938612
8.444071,0.14961764
8.444218,0.14938100
8.444365,0.14976965
8.444510,0.14934458
8.444655,0.14934839
8.444801,0.14939657
8.444946,0.14940056
8.445091,0.14979519
8.445236,0.14924373
8.445382,0.14946631
8.445527,0.14943746
8.445672,0.14930417
8.445818,0.14929949
8.445963,0.14940837
8.446108,0.14922591
8.446254,0.14949986
8.446399,0.14979692
8.446544,0.14931989
8.446689,0.14953013
8.446835,0.14939703
8.446979,0.14955719
8.447125,0.14965256
8.447270,0.14927302
8.447416,0.14964537
8.447561,0.14975761
8.447706,0.14952168
8.447851,0.14948119
8.447997,0.14957851
8.448142,0.14945301
8.448287,0.14935456
8.448432,0.14924617
8.448578,0.14960474
8.448723,0.14953847
8.448868,0.14955986
8.449013,0.14949341
8.449158,0.14972718
8.449303,0.14925440
8.449449,0.14953277
8.449594,0.14925592
8.449739,0.14968696
8.449884,0.14955139
8.450030,0.14954343
8.450175,0.14973252
8.450321,0.14914040
8.450465,0.14974494
8.450611,0.14959054
8.450756,0.14944303
8.450902,0.14969032
8.451047,0.14921995
8.451192,0.14944233
8.451337,0.14975561
8.451483,0.14932770
8.451628,0.14964408
8.451773,0.14944638
8.451918,0.14966872
8.452063,0.14956275
8.452209,0.14946234
8.452354,0.14921436
8.452499,0.14950502
8.452644,0.14956982
8.452789,0.14972538
8.452935,0.14932039
8.453080,0.15005267
8.453226,0.14960316
8.453371,0.14939213
8.453516,0.14949541
8.453661,0.14946568
8.453806,0.14988466
8.453952,0.14942212
8.454097,0.14944364
8.454242,0.14967336
8.454387,0.14948207
8.454532,0.14965098
8.454678,0.14952430
8.454823,0.14974892
8.454968,0.15210092
8.455113,0.14865695
8.455259,0.14908244
8.455404,0.14956050
8.455550,0.14936523
8.455694,0.14949122
8.455840,0.14948496
8.455985,0.14936748
8.456130,0.14947811
8.456276,0.14974402
8.456421,0.14957497
8.456566,0.14943168
8.456712,0.14973472
8.456857,0.14944610
8.457002,0.14936481
8.457147,0.14978647
8.457293,0.14968672
8.457438,0.14932127
8.457583,0.14961210
8.457728,0.14972496
8.457873,0.14969872
8.458018,0.14966781
8.458164,0.14960587
8.458309,0.14938189
8.458455,0.14968228
8.458600,0.14922464
8.458745,0.14955761
8.458890,0.14940326
8.459035,0.14979604
8.459181,0.14940877
8.459326,0.14966808
8.459471,0.14956188
8.459616,0.14955543
8.459762,0.14954698
8.459907,0.14954074
8.460052,0.14928417
8.460197,0.14937478
8.460342,0.14964762
8.460488,0.14903931
8.460633,0.14969160
8.460779,0.14922152
8.460924,0.14933233
8.461069,0.14953099
8.461215,0.14952560
8.461360,0.14959143
8.461505,0.14958183
8.461650,0.14929008
8.461795,0.14935786
8.461941,0.14951943
8.462086,0.14953050
8.462231,0.14915591
8.462376,0.14969875
8.462521,0.14966163
8.462666,0.14967781
8.462812,0.14927390
8.462957,0.14921193
8.463102,0.14948894
8.463248,0.14931637
8.463393,0.14960833
8.463538,0.14945900
8.463684,0.14975291
8.463828,0.14934260
8.463974,0.14960942
8.464119,0.14921533
8.464265,0.14948855
8.464410,0.14954099
8.464555,0.14966029
8.464700,0.14984004
8.464845,0.14946900
8.464991,0.14912459
8.465136,0.14964968
8.465281,0.14946632
8.465426,0.14954703
8.465571,0.14966606
8.465717,0.14973824
8.465862,0.14950274
8.466007,0.14958742
8.466152,0.14927880
8.466298,0.14985003
8.466443,0.14934944
8.466589,0.14958806
8.466734,0.14981379
8.466879,0.14927500
8.467024,0.14946903
8.467170,0.14946589
8.467315,0.14951438
8.467460,0.14969428
8.467605,0.14951427
8.467750,0.14913349
8.467896,0.14938101
8.468041,0.14974694
8.468186,0.14942794
8.468332,0.14963116
8.468477,0.14978102
8.468622,0.14961116
8.468767,0.14947946
8.468913,0.14978760
8.469057,0.14926903
8.469203,0.14955059
8.469348,0.14947344
8.469494,0.14937681
8.469639,0.14972672
8.469784,0.14976248
8.469929,0.14990599
8.470075,0.14952545
8.470220,0.14959165
8.470365,0.14951301
8.470510,0.14938791
8.470656,0.14983381
8.470801,0.14967455
8.470946,0.14971268
8.471091,0.14926927
8.471237,0.14975026
